"Ethereum Version","Num all files","Size all files (B)","Num code files (cpp, py, c, h, sh, sol, go, c, js, java)","Size code files (B)","*","All line additions","All line removals","All files changed","Ratio all files changed","All changed bytes","Ratio all bytes changed","*","Code line additions","Code line removals","Code files changed","Ratio code files changed","Code changed bytes","Ratio code bytes changed","*","File extenension histogram",
"go-ethereum-1.9.3","2704","57285308","2481","54682080","*","300025","2882","104","0.038461538461538464","13483426","0.23537319551463354","*","299045","1415","97","0.03909713825070536","13399530","0.2450442631297127","*",".go (2000),  (152), .h (98), .md (94), .s (58), .json (57), .c (56), .js (34), .yml (17), .txt (14), .jsx (13), .sh (12), .png (11), .markdown (7), .proto (5), .lock (5), .nsh (4), .py (4), .java (4), .cpp (4), .mod (4), .tmpl (4), .m4 (3), .sage (3), .toml (3), .html (2), .include (2), .pdf (2), .sum (2), .pl (2), .cfg (2), .lesser (1), .alltools (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .clefsign (1), .sol (1), .ac (1), .in (1), .am (1), .awk (1), .yaml (1), .alpine (1), .ubuntu (1), .mkd (1), .peg (1)",
"go-ethereum-1.9.4","2706","57309125","2483","54705882","*","1381","671","62","0.022912047302291204","1036106","0.018079250032172013","*","1358","648","55","0.022150624244865084","998596","0.018253905494111218","*",".go (2002),  (152), .h (98), .md (94), .s (58), .json (57), .c (56), .js (34), .yml (17), .txt (14), .jsx (13), .sh (12), .png (11), .markdown (7), .proto (5), .lock (5), .nsh (4), .py (4), .java (4), .cpp (4), .mod (4), .tmpl (4), .m4 (3), .sage (3), .toml (3), .html (2), .include (2), .pdf (2), .sum (2), .pl (2), .cfg (2), .lesser (1), .alltools (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .clefsign (1), .sol (1), .ac (1), .in (1), .am (1), .awk (1), .yaml (1), .alpine (1), .ubuntu (1), .mkd (1), .peg (1)",
"go-ethereum-1.9.5","2706","57309179","2483","54705936","*","2","1","2","0.0007390983000739098","15140","0.00026418106600340586","*","2","1","2","0.0008054772452678212","15140","0.00027675241677612463","*",".go (2002),  (152), .h (98), .md (94), .s (58), .json (57), .c (56), .js (34), .yml (17), .txt (14), .jsx (13), .sh (12), .png (11), .markdown (7), .proto (5), .lock (5), .nsh (4), .py (4), .java (4), .cpp (4), .mod (4), .tmpl (4), .m4 (3), .sage (3), .toml (3), .html (2), .include (2), .pdf (2), .sum (2), .pl (2), .cfg (2), .lesser (1), .alltools (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .clefsign (1), .sol (1), .ac (1), .in (1), .am (1), .awk (1), .yaml (1), .alpine (1), .ubuntu (1), .mkd (1), .peg (1)",
"go-ethereum-1.9.6","2773","57707784","2548","55101759","*","12253","351","113","0.04075009015506671","1064752","0.018450751808456203","*","11954","350","105","0.04120879120879121","1050694","0.019068247893864878","*",".go (2054),  (155), .h (98), .md (96), .json (58), .s (58), .c (56), .js (39), .yml (17), .txt (14), .jsx (13), .sh (12), .png (11), .markdown (7), .proto (5), .lock (5), .mod (5), .nsh (4), .py (4), .java (4), .cpp (4), .tmpl (4), .sol (3), .m4 (3), .sage (3), .sum (3), .toml (3), .html (2), .include (2), .pdf (2), .pl (2), .cfg (2), .lesser (1), .alltools (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .clefsign (1), .ac (1), .in (1), .am (1), .awk (1), .yaml (1), .alpine (1), .ubuntu (1), .mkd (1), .peg (1)",
"go-ethereum-1.9.7","2781","57807566","2556","55201299","*","4680","1429","101","0.03631787126932758","1757656","0.03040529331402744","*","4655","1408","93","0.036384976525821594","1713201","0.031035519653260332","*",".go (2062),  (155), .h (98), .md (96), .json (58), .s (58), .c (56), .js (39), .yml (17), .txt (14), .jsx (13), .sh (12), .png (11), .markdown (7), .proto (5), .lock (5), .mod (5), .nsh (4), .py (4), .java (4), .cpp (4), .tmpl (4), .sol (3), .m4 (3), .sage (3), .sum (3), .toml (3), .html (2), .include (2), .pdf (2), .pl (2), .cfg (2), .lesser (1), .alltools (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .clefsign (1), .ac (1), .in (1), .am (1), .awk (1), .yaml (1), .alpine (1), .ubuntu (1), .mkd (1), .peg (1)",
"go-ethereum-1.9.8","1201","25339242","1070","23299298","*","3051","871021","1762","1.4671107410491258","2436702","0.09616317646755179","*","2656","2257","165","0.1542056074766355","2389823","0.10257060105416052","*",".go (892), .h (54), .json (52),  (47), .js (35), .md (25), .c (14), .png (10), .yml (7), .sh (6), .s (5), .proto (4), .nsh (4), .py (4), .java (4), .txt (3), .sol (3), .m4 (3), .sage (3), .include (2), .pdf (2), .lesser (1), .alltools (1), .mod (1), .sum (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .clefsign (1), .html (1), .ac (1), .in (1), .am (1)",
"go-ethereum-1.9.9","1201","25342879","1070","23302711","*","716","647","48","0.03996669442131557","1341530","0.052935185461762256","*","710","644","46","0.04299065420560748","1315038","0.05643283307251246","*",".go (892), .h (54), .json (52),  (47), .js (35), .md (25), .c (14), .png (10), .yml (7), .sh (6), .s (5), .proto (4), .nsh (4), .py (4), .java (4), .txt (3), .sol (3), .m4 (3), .sage (3), .include (2), .pdf (2), .lesser (1), .alltools (1), .mod (1), .sum (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .clefsign (1), .html (1), .ac (1), .in (1), .am (1)",
"go-ethereum-1.9.10","1216","25445378","1077","23399816","*","3959","887","96","0.07894736842105263","1947734","0.07654568935859393","*","3814","813","78","0.07242339832869081","1875756","0.08016114314745039","*",".go (900), .h (54), .json (52),  (50), .js (35), .md (26), .c (14), .png (10), .yml (7), .sh (5), .s (5), .proto (4), .nsh (4), .py (4), .java (4), .txt (3), .sol (3), .m4 (3), .sage (3), .include (2), .pdf (2), .rlp (2), .lesser (1), .alltools (1), .yaml (1), .mod (1), .sum (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .clefsign (1), .html (1), .ac (1), .in (1), .am (1), .bin (1)",
"go-ethereum-1.9.11","1334","25596787","1080","23520885","*","6824","2668","226","0.16941529235382308","1625489","0.06350363426472237","*","6606","2477","102","0.09444444444444444","1534592","0.06524380353885494","*",".go (903),  (165), .h (54), .json (52), .js (35), .md (26), .c (14), .png (10), .yml (7), .sh (5), .s (5), .proto (4), .nsh (4), .py (4), .java (4), .txt (3), .sol (3), .m4 (3), .sage (3), .include (2), .pdf (2), .rlp (2), .lesser (1), .alltools (1), .yaml (1), .mod (1), .sum (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .clefsign (1), .html (1), .ac (1), .in (1), .am (1), .bin (1)",
"go-ethereum-1.9.12","1334","25603632","1080","23527726","*","1334","1185","49","0.03673163418290855","908238","0.03547301414111873","*","1319","1169","46","0.04259259259259259","864182","0.036730366547111266","*",".go (903),  (165), .h (54), .json (52), .js (35), .md (26), .c (14), .png (10), .yml (7), .sh (5), .s (5), .proto (4), .nsh (4), .py (4), .java (4), .txt (3), .sol (3), .m4 (3), .sage (3), .include (2), .pdf (2), .rlp (2), .lesser (1), .alltools (1), .yaml (1), .mod (1), .sum (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .clefsign (1), .html (1), .ac (1), .in (1), .am (1), .bin (1)",
"go-ethereum-1.9.13","1375","26423482","1118","23920452","*","14425","2741","242","0.176","4665121","0.17655209105295055","*","14206","2069","226","0.20214669051878353","4164085","0.17408053158861714","*",".go (941),  (165), .h (54), .json (52), .js (35), .md (27), .c (14), .png (10), .yml (7), .sh (5), .s (5), .proto (4), .nsh (4), .py (4), .java (4), .pdf (4), .txt (3), .sol (3), .m4 (3), .sage (3), .include (2), .rlp (2), .lesser (1), .alltools (1), .yaml (1), .mod (1), .sum (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .clefsign (1), .html (1), .ac (1), .in (1), .am (1), .bin (1)",
"go-ethereum-1.9.14","1379","26548415","1122","24046401","*","6715","3087","172","0.12472806381435823","3067916","0.11555929045104953","*","6695","2855","166","0.14795008912655971","3035603","0.1262393902522045","*",".go (945),  (165), .h (54), .json (52), .js (35), .md (27), .c (14), .png (10), .yml (7), .sh (5), .s (5), .proto (4), .nsh (4), .py (4), .java (4), .pdf (4), .txt (3), .sol (3), .m4 (3), .sage (3), .include (2), .rlp (2), .lesser (1), .alltools (1), .yaml (1), .mod (1), .sum (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .clefsign (1), .html (1), .ac (1), .in (1), .am (1), .bin (1)",
"go-ethereum-1.9.15","1441","29395169","1183","26862342","*","21332","2773","218","0.15128383067314366","7209083","0.2452472037156854","*","19151","2722","207","0.1749788672865596","7085216","0.2637601740012096","*",".go (981),  (165), .json (77), .h (54), .js (35), .md (27), .c (14), .png (10), .yml (7), .s (6), .sh (5), .proto (4), .nsh (4), .py (4), .java (4), .pdf (4), .txt (3), .sol (3), .m4 (3), .sage (3), .include (2), .rlp (2), .lesser (1), .alltools (1), .yaml (1), .mod (1), .sum (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .clefsign (1), .html (1), .ac (1), .in (1), .am (1), .bin (1)",
"go-ethereum-1.9.16","1480","29518451","1213","26949800","*","4585","1497","151","0.10202702702702703","1802973","0.06107952615806297","*","4144","1103","134","0.11046990931574609","1688102","0.06263875798707226","*",".go (990),  (165), .json (97), .h (54), .js (35), .md (33), .c (14), .png (10), .yml (7), .sh (6), .s (6), .proto (4), .txt (4), .nsh (4), .py (4), .java (4), .pdf (4), .sol (3), .m4 (3), .sage (3), .include (2), .rlp (2), .lesser (1), .alltools (1), .yaml (1), .mod (1), .sum (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .clefsign (1), .html (1), .blocks (1), .prv (1), .ac (1), .in (1), .am (1), .bin (1)",
"go-ethereum-1.9.17","1483","29555857","1216","26987238","*","1765","603","85","0.057316250842886045","1555916","0.05264323751464896","*","1750","588","82","0.06743421052631579","1503501","0.05571155521732161","*",".go (993),  (165), .json (97), .h (54), .js (35), .md (33), .c (14), .png (10), .yml (7), .sh (6), .s (6), .proto (4), .txt (4), .nsh (4), .py (4), .java (4), .pdf (4), .sol (3), .m4 (3), .sage (3), .include (2), .rlp (2), .lesser (1), .alltools (1), .yaml (1), .mod (1), .sum (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .clefsign (1), .html (1), .blocks (1), .prv (1), .ac (1), .in (1), .am (1), .bin (1)",
"go-ethereum-1.9.18","1486","29580640","1219","27012021","*","1430","681","31","0.02086137281292059","725732","0.024534019547920533","*","1427","678","29","0.02378999179655455","698364","0.025853822636965965","*",".go (996),  (165), .json (97), .h (54), .js (35), .md (33), .c (14), .png (10), .yml (7), .sh (6), .s (6), .proto (4), .txt (4), .nsh (4), .py (4), .java (4), .pdf (4), .sol (3), .m4 (3), .sage (3), .include (2), .rlp (2), .lesser (1), .alltools (1), .yaml (1), .mod (1), .sum (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .clefsign (1), .html (1), .blocks (1), .prv (1), .ac (1), .in (1), .am (1), .bin (1)",
"go-ethereum-1.9.19","1484","29593287","1217","27024675","*","4713","4169","119","0.08018867924528301","1882614","0.06361625188847728","*","4712","3314","113","0.09285127362366474","1875995","0.06941785608892614","*",".go (994),  (165), .json (97), .h (54), .js (35), .md (33), .c (14), .png (10), .yml (7), .sh (6), .s (6), .proto (4), .txt (4), .nsh (4), .py (4), .java (4), .pdf (4), .sol (3), .m4 (3), .sage (3), .include (2), .rlp (2), .lesser (1), .alltools (1), .yaml (1), .mod (1), .sum (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .clefsign (1), .html (1), .blocks (1), .prv (1), .ac (1), .in (1), .am (1), .bin (1)",
"go-ethereum-1.9.20","1487","29727456","1220","27158308","*","4906","660","80","0.05379959650302623","1620185","0.05450130007761175","*","4870","636","74","0.060655737704918035","1594329","0.058705019473230806","*",".go (997),  (165), .json (97), .h (54), .js (35), .md (33), .c (14), .png (10), .yml (7), .sh (6), .s (6), .proto (4), .txt (4), .nsh (4), .py (4), .java (4), .pdf (4), .sol (3), .m4 (3), .sage (3), .include (2), .rlp (2), .lesser (1), .alltools (1), .yaml (1), .mod (1), .sum (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .clefsign (1), .html (1), .blocks (1), .prv (1), .ac (1), .in (1), .am (1), .bin (1)",
"go-ethereum-1.9.21","1463","29536259","1197","26963634","*","1087","8223","72","0.04921394395078606","883355","0.029907477450004754","*","1030","458","43","0.03592314118629908","851407","0.031576122120631066","*",".go (972),  (164), .json (99), .h (54), .js (35), .md (33), .c (14), .png (10), .yml (7), .sh (6), .s (6), .proto (4), .txt (4), .nsh (4), .py (4), .java (4), .pdf (4), .sol (3), .m4 (3), .sage (3), .include (2), .rlp (2), .lesser (1), .alltools (1), .yaml (1), .mod (1), .sum (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .clefsign (1), .html (1), .blocks (1), .prv (1), .ac (1), .in (1), .am (1), .bin (1)",
"go-ethereum-1.9.22","1479","29670131","1213","27091635","*","7678","3215","126","0.08519269776876268","4358075","0.14688425204458988","*","7588","2561","119","0.09810387469084914","4288012","0.15827808103866747","*",".go (988),  (164), .json (99), .h (54), .js (35), .md (33), .c (14), .png (10), .yml (7), .sh (6), .s (6), .proto (4), .txt (4), .nsh (4), .py (4), .java (4), .pdf (4), .sol (3), .m4 (3), .sage (3), .include (2), .rlp (2), .lesser (1), .alltools (1), .yaml (1), .mod (1), .sum (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .clefsign (1), .html (1), .blocks (1), .prv (1), .ac (1), .in (1), .am (1), .bin (1)",
"go-ethereum-1.9.23","1496","30051827","1224","27216753","*","6121","2072","115","0.0768716577540107","2021766","0.06727597626593551","*","5904","1038","104","0.08496732026143791","1754408","0.06446059160694151","*",".go (998),  (164), .json (100), .h (54), .js (35), .md (34), .c (14), .png (10), .txt (8), .yml (7), .sh (6), .s (6), .proto (4), .nsh (4), .py (4), .java (4), .pdf (4), .sol (3), .m4 (3), .sage (3), .include (2), .rlp (2), .lesser (1), .alltools (1), .yaml (1), .mod (1), .sum (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .clefsign (1), .gz (1), .html (1), .blocks (1), .prv (1), .ac (1), .in (1), .am (1), .bin (1)",
"go-ethereum-1.9.24","1503","30310445","1231","27344246","*","4755","1090","98","0.06520292747837658","1883613","0.06214402328966137","*","4685","970","90","0.07311129163281885","1487899","0.05441360496829936","*",".go (1004),  (164), .json (100), .h (54), .js (35), .md (34), .c (14), .png (10), .txt (8), .yml (7), .sh (7), .s (6), .proto (4), .nsh (4), .py (4), .java (4), .pdf (4), .sol (3), .m4 (3), .sage (3), .gz (2), .include (2), .rlp (2), .lesser (1), .alltools (1), .mod (1), .sum (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .clefsign (1), .html (1), .blocks (1), .prv (1), .ac (1), .in (1), .am (1), .bin (1)",
"go-ethereum-1.9.25","1544","34353436","1257","27444239","*","4207","2227","227","0.14702072538860103","7350778","0.21397504459233713","*","4108","1136","194","0.15433571996817821","2980880","0.10861587380870717","*",".go (1020),  (164), .json (103), .h (54), .md (36), .js (35), .c (14), .zip (10), .png (10), .txt (8), .yml (7), .sh (7), .s (6), .proto (4), .nsh (4), .py (4), .rlp (4), .java (4), .pdf (4), .sol (3), .m4 (3), .sage (3), .pub (2), .sec (2), .1 (2), .2 (2), .3 (2), .include (2), .lesser (1), .alltools (1), .mod (1), .sum (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .podspec (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .clefsign (1), .html (1), .blocks (1), .prv (1), .sig (1), .ac (1), .in (1), .am (1), .bin (1)",
"go-ethereum-1.10.0","1592","34902059","1295","27835355","*","27019","15262","404","0.2537688442211055","6220161","0.17821759455509487","*","26372","7878","358","0.27644787644787644","5965274","0.21430565552334432","*",".go (1055),  (170), .json (106), .h (54), .md (38), .js (35), .c (14), .zip (10), .png (10), .txt (8), .yml (7), .sh (7), .s (7), .proto (4), .nsh (4), .py (4), .rlp (4), .java (4), .pdf (4), .sol (3), .m4 (3), .sage (3), .pub (2), .sec (2), .1 (2), .2 (2), .3 (2), .include (2), .lesser (1), .alltools (1), .mod (1), .sum (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .podspec (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .clefsign (1), .html (1), .blocks (1), .prv (1), .sig (1), .ac (1), .in (1), .am (1), .dat (1), .bin (1)",
"go-ethereum-1.10.1","1592","34892598","1295","27825894","*","100","465","19","0.01193467336683417","296169","0.008488018003130635","*","100","465","19","0.014671814671814672","296169","0.010643647244541362","*",".go (1055),  (170), .json (106), .h (54), .md (38), .js (35), .c (14), .zip (10), .png (10), .txt (8), .yml (7), .sh (7), .s (7), .proto (4), .nsh (4), .py (4), .rlp (4), .java (4), .pdf (4), .sol (3), .m4 (3), .sage (3), .pub (2), .sec (2), .1 (2), .2 (2), .3 (2), .include (2), .lesser (1), .alltools (1), .mod (1), .sum (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .podspec (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .clefsign (1), .html (1), .blocks (1), .prv (1), .sig (1), .ac (1), .in (1), .am (1), .dat (1), .bin (1)",
"go-ethereum-1.10.2","1598","34964870","1301","27895224","*","5775","3393","161","0.10075093867334167","3365549","0.0962551555318238","*","5718","2771","155","0.1191391237509608","3240051","0.11615074322400136","*",".go (1061),  (170), .json (106), .h (54), .md (38), .js (35), .c (14), .zip (10), .png (10), .txt (8), .yml (7), .sh (7), .s (7), .proto (4), .nsh (4), .py (4), .rlp (4), .java (4), .pdf (4), .sol (3), .m4 (3), .sage (3), .pub (2), .sec (2), .1 (2), .2 (2), .3 (2), .include (2), .lesser (1), .alltools (1), .mod (1), .sum (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .podspec (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .clefsign (1), .html (1), .blocks (1), .prv (1), .sig (1), .ac (1), .in (1), .am (1), .dat (1), .bin (1)",
"go-ethereum-1.10.3","1612","35103170","1315","28042130","*","7031","2590","157","0.09739454094292804","2619296","0.07461707874246115","*","6897","2326","144","0.10950570342205324","2490969","0.0888295218658497","*",".go (1075),  (170), .json (106), .h (54), .md (38), .js (35), .c (14), .zip (10), .png (10), .txt (8), .yml (7), .sh (7), .s (7), .proto (4), .nsh (4), .py (4), .rlp (4), .java (4), .pdf (4), .sol (3), .m4 (3), .sage (3), .pub (2), .sec (2), .1 (2), .2 (2), .3 (2), .include (2), .lesser (1), .alltools (1), .mod (1), .sum (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .podspec (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .clefsign (1), .html (1), .blocks (1), .prv (1), .sig (1), .ac (1), .in (1), .am (1), .dat (1), .bin (1)",
"go-ethereum-1.10.4","1641","35276538","1341","28206443","*","9503","4676","262","0.15965874466788543","5731458","0.1624722357959276","*","9298","3410","249","0.18568232662192394","5645484","0.2001487390664608","*",".go (1088),  (170), .json (119), .h (54), .md (41), .js (35), .c (14), .zip (10), .png (10), .txt (8), .yml (7), .sh (7), .s (7), .proto (4), .nsh (4), .py (4), .rlp (4), .java (4), .pdf (4), .sol (3), .m4 (3), .sage (3), .pub (2), .sec (2), .1 (2), .2 (2), .3 (2), .include (2), .lesser (1), .alltools (1), .mod (1), .sum (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .podspec (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .clefsign (1), .html (1), .blocks (1), .prv (1), .sig (1), .ac (1), .in (1), .am (1), .dat (1), .bin (1)",
"go-ethereum-1.10.5","1645","35321777","1345","28250579","*","2058","794","98","0.059574468085106386","1994569","0.05646853497772776","*","2003","783","92","0.06840148698884758","1898190","0.06719118924960794","*",".go (1092),  (170), .json (119), .h (54), .md (41), .js (35), .c (14), .zip (10), .png (10), .txt (8), .yml (7), .sh (7), .s (7), .proto (4), .nsh (4), .py (4), .rlp (4), .java (4), .pdf (4), .sol (3), .m4 (3), .sage (3), .pub (2), .sec (2), .1 (2), .2 (2), .3 (2), .include (2), .lesser (1), .alltools (1), .mod (1), .sum (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .podspec (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .clefsign (1), .html (1), .blocks (1), .prv (1), .sig (1), .ac (1), .in (1), .am (1), .dat (1), .bin (1)",
"go-ethereum-1.10.6","1649","35334065","1348","28260465","*","410","30","14","0.008489993935718617","110483","0.003126812609870956","*","370","30","13","0.009643916913946587","108081","0.0038244593639913567","*",".go (1092),  (170), .json (122), .h (54), .md (42), .js (35), .c (14), .zip (10), .png (10), .txt (8), .yml (7), .sh (7), .s (7), .proto (4), .nsh (4), .py (4), .rlp (4), .java (4), .pdf (4), .sol (3), .m4 (3), .sage (3), .pub (2), .sec (2), .1 (2), .2 (2), .3 (2), .include (2), .lesser (1), .alltools (1), .mod (1), .sum (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .podspec (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .clefsign (1), .html (1), .blocks (1), .prv (1), .sig (1), .ac (1), .in (1), .am (1), .dat (1), .bin (1)",
"go-ethereum-1.10.7","1654","35359372","1352","28280739","*","962","394","89","0.05380894800483676","1555243","0.04398389767782075","*","856","363","83","0.0613905325443787","1442756","0.0510154985695388","*",".go (1093),  (170), .json (125), .h (54), .md (43), .js (35), .c (14), .zip (10), .png (10), .txt (8), .yml (7), .sh (7), .s (7), .proto (4), .nsh (4), .py (4), .rlp (4), .java (4), .pdf (4), .sol (3), .m4 (3), .sage (3), .pub (2), .sec (2), .1 (2), .2 (2), .3 (2), .include (2), .lesser (1), .alltools (1), .mod (1), .sum (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .podspec (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .clefsign (1), .html (1), .blocks (1), .prv (1), .sig (1), .ac (1), .in (1), .am (1), .dat (1), .bin (1)",
"go-ethereum-1.10.8","1652","35372577","1350","28288953","*","1001","589","49","0.029661016949152543","763337","0.021579909204805747","*","936","286","44","0.03259259259259259","693876","0.02452816122250972","*",".go (1091),  (170), .json (125), .h (54), .md (43), .js (35), .c (14), .zip (10), .png (10), .txt (8), .yml (7), .sh (7), .s (7), .proto (4), .nsh (4), .py (4), .rlp (4), .java (4), .pdf (4), .sol (3), .m4 (3), .sage (3), .pub (2), .sec (2), .1 (2), .2 (2), .3 (2), .include (2), .lesser (1), .alltools (1), .mod (1), .sum (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .podspec (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .clefsign (1), .html (1), .blocks (1), .prv (1), .sig (1), .ac (1), .in (1), .am (1), .dat (1), .bin (1)",
